record_schema,artifact_name,field_name,type,required,clock_domain,simulation_level,measurement_grade,temporal_class,quality_rule,live_equivalence_role,notes
live_confirmed_entry_fill_v1,live_confirmed_entry_fills.jsonl,position_id,string,true,wall_clock_ms,LIVE_CONFIRMED,LIVE_CONFIRMED,AT_DECISION,non_empty,position_identity,canonical join
live_confirmed_entry_fill_v1,live_confirmed_entry_fills.jsonl,pool_id,string,true,wall_clock_ms,LIVE_CONFIRMED,LIVE_CONFIRMED,AT_DECISION,non_empty,pool_identity,no fallback join
live_confirmed_entry_fill_v1,live_confirmed_entry_fills.jsonl,base_mint,string,true,wall_clock_ms,LIVE_CONFIRMED,LIVE_CONFIRMED,AT_DECISION,non_empty,mint_identity,no wrong pool join
live_confirmed_entry_fill_v1,live_confirmed_entry_fills.jsonl,tx_signature,string,true,chain_slot,LIVE_CONFIRMED,LIVE_CONFIRMED,POST_ENTRY,concrete signature,landing_evidence,live-confirmed only
live_confirmed_entry_fill_v1,live_confirmed_entry_fills.jsonl,fill_status,enum,true,wall_clock_ms,LIVE_CONFIRMED,LIVE_CONFIRMED,POST_ENTRY,must be FILLED,fill_state,not no-fill row
live_confirmed_entry_fill_v1,live_confirmed_entry_fills.jsonl,decision_ts_ms,u64,true,decision_ts_ms,LIVE_CONFIRMED,LIVE_CONFIRMED,AT_DECISION,non_negative,latency_model,clock domain explicit
live_confirmed_entry_fill_v1,live_confirmed_entry_fills.jsonl,submit_ts_ms,u64,true,submit_ts_ms,LIVE_CONFIRMED,LIVE_CONFIRMED,POST_ENTRY,non_negative,latency_model,clock domain explicit
live_confirmed_entry_fill_v1,live_confirmed_entry_fills.jsonl,landing_ts_ms,u64,true,landing_ts_ms,LIVE_CONFIRMED,LIVE_CONFIRMED,POST_ENTRY,non_negative,latency_model,clock domain explicit
live_confirmed_entry_fill_v1,live_confirmed_entry_fills.jsonl,landing_slot,u64,true,chain_slot,LIVE_CONFIRMED,LIVE_CONFIRMED,POST_ENTRY,non_negative,landing_evidence,slot concrete
live_confirmed_entry_fill_v1,live_confirmed_entry_fills.jsonl,amount_in_sol_lamports,u64,true,wall_clock_ms,LIVE_CONFIRMED,LIVE_CONFIRMED,AT_SUBMIT,non_negative,entry_fill_amount,input SOL
live_confirmed_entry_fill_v1,live_confirmed_entry_fills.jsonl,amount_out_tokens_raw,u64,true,wall_clock_ms,LIVE_CONFIRMED,LIVE_CONFIRMED,POST_ENTRY,non_negative,entry_fill_amount,output token raw
live_confirmed_entry_fill_v1,live_confirmed_entry_fills.jsonl,quote_price,f64,true,wall_clock_ms,LIVE_CONFIRMED,LIVE_CONFIRMED,AT_SUBMIT,non_empty,quote_fill_divergence,pre-landing quote
live_confirmed_entry_fill_v1,live_confirmed_entry_fills.jsonl,fill_price,f64,true,landing_ts_ms,LIVE_CONFIRMED,LIVE_CONFIRMED,POST_ENTRY,non_empty,realized_fill,realized entry fill price
live_confirmed_entry_fill_v1,live_confirmed_entry_fills.jsonl,realized_slippage_bps,f64,true,landing_ts_ms,LIVE_CONFIRMED,LIVE_CONFIRMED,POST_ENTRY,non_empty,slippage_model,realized not configured tolerance
live_confirmed_entry_fill_v1,live_confirmed_entry_fills.jsonl,quote_fill_diff_bps,f64,true,landing_ts_ms,LIVE_CONFIRMED,LIVE_CONFIRMED,POST_ENTRY,non_empty,quote_fill_divergence,live quote/fill divergence
live_confirmed_entry_fill_v1,live_confirmed_entry_fills.jsonl,own_impact_bps,f64,true,landing_ts_ms,LIVE_CONFIRMED,LIVE_CONFIRMED,POST_ENTRY,non_empty,own_impact_model,own buy impact
live_confirmed_entry_fill_v1,live_confirmed_entry_fills.jsonl,fee_bps,f64,true,landing_ts_ms,LIVE_CONFIRMED,LIVE_CONFIRMED,POST_ENTRY,non_empty,fee_model,AMM fee evidence
live_confirmed_entry_fill_v1,live_confirmed_entry_fills.jsonl,priority_fee_lamports,u64,true,wall_clock_ms,LIVE_CONFIRMED,LIVE_CONFIRMED,POST_ENTRY,non_negative,fee_model,priority fee evidence
live_confirmed_entry_fill_v1,live_confirmed_entry_fills.jsonl,jito_tip_lamports,u64,true,wall_clock_ms,LIVE_CONFIRMED,LIVE_CONFIRMED,POST_ENTRY,non_negative,fee_model,Jito tip evidence
live_confirmed_entry_fill_v1,live_confirmed_entry_fills.jsonl,account_state_delay_ms,u64,true,monotonic_process_ms,LIVE_CONFIRMED,LIVE_CONFIRMED,POST_ENTRY,non_negative,delay_model,account-state delay
live_confirmed_entry_fill_v1,live_confirmed_entry_fills.jsonl,stream_delay_ms,u64,true,monotonic_process_ms,LIVE_CONFIRMED,LIVE_CONFIRMED,POST_ENTRY,non_negative,delay_model,stream delay
live_confirmed_entry_fill_v1,live_confirmed_entry_fills.jsonl,pool_state_before_ref,string,true,wall_clock_ms,LIVE_CONFIRMED,LIVE_CONFIRMED,AT_SUBMIT,non_empty,pool_state_provenance,state before fill
live_confirmed_entry_fill_v1,live_confirmed_entry_fills.jsonl,pool_state_after_ref,string,true,wall_clock_ms,LIVE_CONFIRMED,LIVE_CONFIRMED,POST_ENTRY,non_empty,pool_state_provenance,state after fill
live_confirmed_entry_fill_v1,live_confirmed_entry_fills.jsonl,confirmation_status,enum,true,wall_clock_ms,LIVE_CONFIRMED,LIVE_CONFIRMED,POST_ENTRY,must be confirmed or finalized,confirmation_model,submit is not success
live_confirmed_exit_fill_v1,live_confirmed_exit_fills.jsonl,schema,string,true,wall_clock_ms,LIVE_CONFIRMED,LIVE_CONFIRMED,POST_EXIT,must equal live_confirmed_exit_fill_v1,fill_identity,exit fill row
live_confirmed_exit_fill_v1,live_confirmed_exit_fills.jsonl,calibration_dataset_id,string,true,wall_clock_ms,LIVE_CONFIRMED,LIVE_CONFIRMED,UNKNOWN,non_empty,dataset_join,joins manifest
live_confirmed_exit_fill_v1,live_confirmed_exit_fills.jsonl,attempt_id,string,true,wall_clock_ms,LIVE_CONFIRMED,LIVE_CONFIRMED,POST_EXIT,must join attempt,attempt_join,no orphan fill
live_confirmed_exit_fill_v1,live_confirmed_exit_fills.jsonl,fill_id,string,true,wall_clock_ms,LIVE_CONFIRMED,LIVE_CONFIRMED,POST_EXIT,non_empty,fill_identity,stable fill id
live_confirmed_exit_fill_v1,live_confirmed_exit_fills.jsonl,run_id,string,true,wall_clock_ms,LIVE_CONFIRMED,LIVE_CONFIRMED,AT_DECISION,non_empty,run_identity,not strategy proof
live_confirmed_exit_fill_v1,live_confirmed_exit_fills.jsonl,session_id,string,true,wall_clock_ms,LIVE_CONFIRMED,LIVE_CONFIRMED,AT_DECISION,non_empty,session_identity,exact join
live_confirmed_exit_fill_v1,live_confirmed_exit_fills.jsonl,position_id,string,true,wall_clock_ms,LIVE_CONFIRMED,LIVE_CONFIRMED,AT_DECISION,non_empty,position_identity,canonical join
live_confirmed_exit_fill_v1,live_confirmed_exit_fills.jsonl,pool_id,string,true,wall_clock_ms,LIVE_CONFIRMED,LIVE_CONFIRMED,AT_DECISION,non_empty,pool_identity,no fallback join
live_confirmed_exit_fill_v1,live_confirmed_exit_fills.jsonl,base_mint,string,true,wall_clock_ms,LIVE_CONFIRMED,LIVE_CONFIRMED,AT_DECISION,non_empty,mint_identity,no wrong pool join
live_confirmed_exit_fill_v1,live_confirmed_exit_fills.jsonl,tx_signature,string,true,chain_slot,LIVE_CONFIRMED,LIVE_CONFIRMED,POST_EXIT,concrete signature,landing_evidence,live-confirmed only
live_confirmed_exit_fill_v1,live_confirmed_exit_fills.jsonl,fill_status,enum,true,wall_clock_ms,LIVE_CONFIRMED,LIVE_CONFIRMED,POST_EXIT,must be FILLED,fill_state,not no-fill row
live_confirmed_exit_fill_v1,live_confirmed_exit_fills.jsonl,decision_ts_ms,u64,true,decision_ts_ms,LIVE_CONFIRMED,LIVE_CONFIRMED,AT_DECISION,non_negative,latency_model,clock domain explicit
live_confirmed_exit_fill_v1,live_confirmed_exit_fills.jsonl,submit_ts_ms,u64,true,submit_ts_ms,LIVE_CONFIRMED,LIVE_CONFIRMED,POST_EXIT,non_negative,latency_model,clock domain explicit
live_confirmed_exit_fill_v1,live_confirmed_exit_fills.jsonl,landing_ts_ms,u64,true,landing_ts_ms,LIVE_CONFIRMED,LIVE_CONFIRMED,POST_EXIT,non_negative,latency_model,clock domain explicit
live_confirmed_exit_fill_v1,live_confirmed_exit_fills.jsonl,landing_slot,u64,true,chain_slot,LIVE_CONFIRMED,LIVE_CONFIRMED,POST_EXIT,non_negative,landing_evidence,slot concrete
live_confirmed_exit_fill_v1,live_confirmed_exit_fills.jsonl,amount_in_tokens_raw,u64,true,wall_clock_ms,LIVE_CONFIRMED,LIVE_CONFIRMED,AT_SUBMIT,non_negative,exit_fill_amount,input token raw
live_confirmed_exit_fill_v1,live_confirmed_exit_fills.jsonl,amount_out_sol_lamports,u64,true,wall_clock_ms,LIVE_CONFIRMED,LIVE_CONFIRMED,POST_EXIT,non_negative,exit_fill_amount,output SOL
live_confirmed_exit_fill_v1,live_confirmed_exit_fills.jsonl,quote_price,f64,true,wall_clock_ms,LIVE_CONFIRMED,LIVE_CONFIRMED,AT_SUBMIT,non_empty,quote_fill_divergence,pre-landing quote
live_confirmed_exit_fill_v1,live_confirmed_exit_fills.jsonl,fill_price,f64,true,landing_ts_ms,LIVE_CONFIRMED,LIVE_CONFIRMED,POST_EXIT,non_empty,realized_fill,realized exit fill price
live_confirmed_exit_fill_v1,live_confirmed_exit_fills.jsonl,realized_slippage_bps,f64,true,landing_ts_ms,LIVE_CONFIRMED,LIVE_CONFIRMED,POST_EXIT,non_empty,slippage_model,realized not configured tolerance
live_confirmed_exit_fill_v1,live_confirmed_exit_fills.jsonl,quote_fill_diff_bps,f64,true,landing_ts_ms,LIVE_CONFIRMED,LIVE_CONFIRMED,POST_EXIT,non_empty,quote_fill_divergence,live quote/fill divergence
live_confirmed_exit_fill_v1,live_confirmed_exit_fills.jsonl,own_impact_bps,f64,true,landing_ts_ms,LIVE_CONFIRMED,LIVE_CONFIRMED,POST_EXIT,non_empty,own_impact_model,own sell impact
live_confirmed_exit_fill_v1,live_confirmed_exit_fills.jsonl,fee_bps,f64,true,landing_ts_ms,LIVE_CONFIRMED,LIVE_CONFIRMED,POST_EXIT,non_empty,fee_model,AMM fee evidence
live_confirmed_exit_fill_v1,live_confirmed_exit_fills.jsonl,priority_fee_lamports,u64,true,wall_clock_ms,LIVE_CONFIRMED,LIVE_CONFIRMED,POST_EXIT,non_negative,fee_model,priority fee evidence
live_confirmed_exit_fill_v1,live_confirmed_exit_fills.jsonl,jito_tip_lamports,u64,true,wall_clock_ms,LIVE_CONFIRMED,LIVE_CONFIRMED,POST_EXIT,non_negative,fee_model,Jito tip evidence
live_confirmed_exit_fill_v1,live_confirmed_exit_fills.jsonl,account_state_delay_ms,u64,true,monotonic_process_ms,LIVE_CONFIRMED,LIVE_CONFIRMED,POST_EXIT,non_negative,delay_model,account-state delay
live_confirmed_exit_fill_v1,live_confirmed_exit_fills.jsonl,stream_delay_ms,u64,true,monotonic_process_ms,LIVE_CONFIRMED,LIVE_CONFIRMED,POST_EXIT,non_negative,delay_model,stream delay
live_confirmed_exit_fill_v1,live_confirmed_exit_fills.jsonl,pool_state_before_ref,string,true,wall_clock_ms,LIVE_CONFIRMED,LIVE_CONFIRMED,AT_SUBMIT,non_empty,pool_state_provenance,state before fill
live_confirmed_exit_fill_v1,live_confirmed_exit_fills.jsonl,pool_state_after_ref,string,true,wall_clock_ms,LIVE_CONFIRMED,LIVE_CONFIRMED,POST_EXIT,non_empty,pool_state_provenance,state after fill
live_confirmed_exit_fill_v1,live_confirmed_exit_fills.jsonl,confirmation_status,enum,true,wall_clock_ms,LIVE_CONFIRMED,LIVE_CONFIRMED,POST_EXIT,must be confirmed or finalized,confirmation_model,submit is not success
live_calibration_comparison_v1,live_calibration_comparison.jsonl,schema,string,true,wall_clock_ms,LIVE_CONFIRMED,LIVE_CONFIRMED,POST_EXIT,must equal live_calibration_comparison_v1,comparison_identity,model calibration row
live_calibration_comparison_v1,live_calibration_comparison.jsonl,calibration_dataset_id,string,true,wall_clock_ms,LIVE_CONFIRMED,LIVE_CONFIRMED,UNKNOWN,non_empty,dataset_join,joins manifest
live_calibration_comparison_v1,live_calibration_comparison.jsonl,comparison_id,string,true,wall_clock_ms,LIVE_CONFIRMED,LIVE_CONFIRMED,POST_EXIT,non_empty,comparison_identity,stable comparison id
live_calibration_comparison_v1,live_calibration_comparison.jsonl,position_id,string,true,wall_clock_ms,LIVE_CONFIRMED,LIVE_CONFIRMED,AT_DECISION,non_empty,position_identity,canonical join
live_calibration_comparison_v1,live_calibration_comparison.jsonl,side,enum,true,wall_clock_ms,LIVE_CONFIRMED,LIVE_CONFIRMED,POST_EXIT,BUY or SELL,model_side,entry exit separated
live_calibration_comparison_v1,live_calibration_comparison.jsonl,model_version,string,true,wall_clock_ms,LIVE_CONFIRMED,LIVE_CONFIRMED,POST_EXIT,non_empty,model_identity,calibrated model version
live_calibration_comparison_v1,live_calibration_comparison.jsonl,simulated_fill_price,f64,true,wall_clock_ms,FILL_MODEL_CALIBRATED,LIVE_CONFIRMED,POST_EXIT,non_empty,model_error,simulated price
live_calibration_comparison_v1,live_calibration_comparison.jsonl,live_fill_price,f64,true,landing_ts_ms,LIVE_CONFIRMED,LIVE_CONFIRMED,POST_EXIT,non_empty,model_error,live-confirmed price
live_calibration_comparison_v1,live_calibration_comparison.jsonl,model_error_bps,f64,true,wall_clock_ms,FILL_MODEL_CALIBRATED,LIVE_CONFIRMED,POST_EXIT,non_empty,calibrated_error,required before live-equivalence
live_calibration_comparison_v1,live_calibration_comparison.jsonl,latency_bucket_ms,u64,true,monotonic_process_ms,FILL_MODEL_CALIBRATED,LIVE_CONFIRMED,POST_EXIT,non_negative,latency_calibration,latency bucket
live_calibration_comparison_v1,live_calibration_comparison.jsonl,slippage_error_bps,f64,true,wall_clock_ms,FILL_MODEL_CALIBRATED,LIVE_CONFIRMED,POST_EXIT,non_empty,slippage_calibration,realized vs modeled slippage
live_calibration_comparison_v1,live_calibration_comparison.jsonl,outcome_match,bool,true,wall_clock_ms,FILL_MODEL_CALIBRATED,LIVE_CONFIRMED,POST_EXIT,non_empty,outcome_calibration,filled no-fill failure parity
live_calibration_comparison_v1,live_calibration_comparison.jsonl,limitations,list,true,wall_clock_ms,FILL_MODEL_CALIBRATED,LIVE_CONFIRMED,POST_EXIT,non_empty,limitations,known dataset/model limitations
